round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Third,Fabrice Santoro,6-3 6-2 5-7 1-6 6-4,2006,m,Fabrice Santoro,Gaston Gaudio,FRA,ARG,55%,60%,9,1,5,3,67%,63%,43%,47%,194.0,202.0,170.0,180.0,141.0,141.0,62%,28%,43%,44%,156,152,62.0,73.0,19.0,37.0,63%,73%
Third,Ivan Ljubicic,7-5 7-6(5) 6-0,2006,m,Ivan Ljubicic,Feliciano Lopez,CRO,ESP,55%,56%,10,12,4,8,83%,70%,53%,38%,225.0,218.0,197.0,199.0,164.0,164.0,29%,20%,44%,30%,119,94,38.0,32.0,23.0,41.0,60%,57%
Second,Nathan Healey,6-4 6-7(4) 6-3 6-4,2006,m,Nathan Healey,Amer Delic,AUS,BIH,60%,55%,10,13,6,6,74%,82%,63%,54%,215.0,222.0,173.0,188.0,159.0,159.0,43%,0%,30%,30%,134,121,35.0,41.0,31.0,47.0,63%,57%
Second,Juan Ignacio Chela,6-4 6-4 6-7(8) 6-2,2006,m,Juan Ignacio Chela,Lleyton Hewitt,ARG,AUS,64%,55%,6,8,0,3,63%,65%,64%,43%,197.0,205.0,183.0,170.0,139.0,139.0,38%,31%,45%,36%,147,128,49.0,63.0,34.0,62.0,62%,72%
Second,Peter Luczak,6-7(4) 6-4 6-1 6-7(1) 6-1,2006,m,Peter Luczak,Olivier Rochus,AUS,BEL,69%,59%,22,9,3,12,75%,73%,50%,44%,207.0,180.0,176.0,160.0,136.0,136.0,50%,50%,39%,33%,155,135,60.0,44.0,44.0,46.0,55%,77%
Second,Tommy Haas,6-0 6-1 6-2,2006,m,Tommy Haas,Paul Goldstein,GER,USA,54%,60%,2,3,0,3,94%,66%,65%,20%,205.0,199.0,189.0,175.0,141.0,141.0,78%,0%,52%,19%,79,41,30.0,13.0,20.0,27.0,83%,33%
Second,Nicolas Kiefer,4-6 6-1 6-4 6-1,2006,m,Nicolas Kiefer,Boris Pashanski,GER,SRB,51%,55%,15,4,4,6,79%,58%,48%,40%,215.0,197.0,191.0,170.0,143.0,143.0,56%,44%,50%,36%,125,95,31.0,30.0,34.0,52.0,67%,66%
Second,Guillermo Coria,7-6(10) 6-4 6-3,2006,m,Guillermo Coria,Federico Luzzi,ARG,ITA,78%,56%,1,5,9,6,68%,65%,46%,43%,194.0,210.0,144.0,183.0,141.0,141.0,28%,30%,45%,37%,132,114,47.0,45.0,33.0,49.0,63%,56%
Second,Sebastien Grosjean,6-4 6-3 6-3,2006,m,Sebastien Grosjean,Juan Monaco,FRA,ARG,45%,61%,3,2,1,4,87%,49%,49%,62%,213.0,209.0,191.0,188.0,148.0,148.0,86%,33%,46%,34%,90,69,17.0,15.0,26.0,37.0,77%,57%
Second,Nikolay Davydenko,4-6 6-0 6-3 6-2,2006,m,Nikolay Davydenko,Kevin Kim,RUS,USA,79%,59%,3,0,2,9,67%,64%,67%,37%,201.0,199.0,162.0,167.0,128.0,128.0,57%,60%,47%,33%,115,86,30.0,16.0,38.0,52.0,75%,50%
Second,Juan Carlos Ferrero,6-3 3-6 5-7 6-3 6-2,2006,m,Juan Carlos Ferrero,Janko Tipsarevic,ESP,SRB,62%,50%,14,16,2,3,74%,67%,53%,46%,197.0,210.0,178.0,188.0,136.0,136.0,35%,100%,44%,34%,156,136,55.0,57.0,27.0,55.0,75%,60%
Second,Roger Federer,6-1 6-4 6-0,2006,m,Roger Federer,Florian Mayer,SUI,GER,61%,64%,9,2,1,5,76%,52%,62%,44%,201.0,201.0,180.0,183.0,139.0,139.0,60%,0%,51%,30%,87,56,38.0,20.0,18.0,21.0,80%,53%
Second,David Ferrer,6-4 6-4 6-7(5) 6-2,2006,m,David Ferrer,Daniele Bracciali,ESP,ITA,66%,51%,5,6,2,11,65%,52%,49%,55%,197.0,222.0,168.0,183.0,141.0,141.0,69%,42%,51%,41%,145,118,23.0,44.0,39.0,84.0,56%,68%
Second,Denis Gremelmayr,2-6 5-7 6-4 6-3 6-3,2006,m,Denis Gremelmayr,Robby Ginepri,GER,USA,50%,66%,8,7,10,3,67%,67%,46%,45%,197.0,197.0,168.0,170.0,144.0,144.0,67%,33%,41%,44%,163,168,43.0,51.0,58.0,62.0,81%,63%
Second,Gaston Gaudio,6-3 6-2 6-3,2006,m,Gaston Gaudio,Lars Burgsmuller,ARG,GER,55%,50%,1,3,1,4,76%,71%,64%,35%,194.0,197.0,180.0,172.0,146.0,146.0,55%,20%,49%,30%,93,65,28.0,27.0,17.0,39.0,67%,51%
Second,Ivan Ljubicic,7-5 6-2 6-1,2006,m,Ivan Ljubicic,Philipp Kohlschreiber,CRO,GER,52%,46%,3,3,4,5,70%,58%,62%,49%,209.0,210.0,191.0,175.0,143.0,143.0,44%,40%,49%,36%,107,82,35.0,26.0,22.0,29.0,70%,61%
Second,Gilles Simon,6-3 6-2 4-6 6-2,2006,m,Gilles Simon,Tomas Berdych,FRA,CZE,49%,46%,6,3,3,9,73%,65%,54%,45%,202.0,210.0,173.0,193.0,156.0,156.0,78%,21%,49%,38%,135,106,45.0,33.0,38.0,56.0,77%,58%
Second,Thomas Johansson,6-3 3-6 7-5 4-6 6-3,2006,m,Thomas Johansson,Xavier Malisse,SWE,BEL,53%,47%,12,16,4,3,75%,75%,53%,54%,213.0,201.0,183.0,185.0,136.0,136.0,45%,40%,36%,35%,153,148,44.0,57.0,57.0,66.0,80%,67%
Second,Andy Roddick,7-5 6-3 6-2,2006,m,Andy Roddick,Wesley Moodie,USA,RSA,62%,72%,11,11,1,2,85%,62%,69%,73%,226.0,212.0,205.0,191.0,170.0,170.0,44%,0%,36%,22%,92,71,30.0,36.0,9.0,25.0,50%,57%
Second,James Blake,2-6 6-1 6-4 6-3,2006,m,James Blake,Jean-Christophe Faurel,USA,FRA,55%,61%,5,9,3,6,77%,64%,51%,43%,209.0,205.0,188.0,165.0,144.0,144.0,47%,50%,47%,36%,119,100,41.0,33.0,33.0,27.0,67%,63%
Second,David Nalbandian,6-4 3-6 6-4 6-2,2006,m,David Nalbandian,Stanislas Wawrinka,ARG,SUI,66%,55%,2,10,3,4,66%,65%,72%,57%,196.0,217.0,176.0,188.0,156.0,156.0,33%,8%,40%,34%,136,123,26.0,46.0,46.0,52.0,67%,69%
Second,Tommy Robredo,7-6(4) 3-6 7-6(5) 6-3,2006,m,Tommy Robredo,Dmitry Tursunov,ESP,RUS,73%,54%,5,8,2,5,69%,78%,65%,44%,202.0,217.0,165.0,181.0,141.0,141.0,67%,33%,39%,33%,154,140,50.0,40.0,55.0,65.0,83%,59%
Second,Feliciano Lopez,6-2 6-4 6-7(6) 6-4,2006,m,Feliciano Lopez,Gilles Muller,ESP,LUX,61%,65%,17,10,5,4,80%,66%,50%,52%,213.0,201.0,193.0,183.0,156.0,156.0,38%,67%,40%,33%,138,125,55.0,43.0,39.0,43.0,64%,58%
Second,Jarkko Nieminen,6-2 7-6(3) 6-2,2006,m,Jarkko Nieminen,Jimmy Wang,FIN,TPE,62%,50%,4,4,2,2,72%,63%,70%,41%,197.0,196.0,164.0,180.0,139.0,139.0,67%,20%,49%,30%,107,72,30.0,28.0,23.0,53.0,67%,54%
Second,Mario Ancic,6-1 6-4 6-4,2006,m,Mario Ancic,Jan Hernych,CRO,CZE,63%,65%,10,1,2,1,91%,61%,64%,62%,210.0,194.0,189.0,176.0,149.0,149.0,27%,-,40%,20%,90,66,42.0,21.0,22.0,11.0,84%,53%
Second,Marcos Baghdatis,6-4 6-3 3-6 0-6 7-5,2006,m,Marcos Baghdatis,Radek Stepanek,CYP,CZE,51%,57%,6,11,6,4,72%,67%,57%,54%,213.0,213.0,186.0,183.0,152.0,152.0,42%,55%,39%,35%,141,137,43.0,48.0,46.0,60.0,47%,59%
First,Florian Mayer,6-4 6-1 4-6 6-4,2006,m,Florian Mayer,Hyung-Taik Lee,GER,KOR,50%,63%,10,2,3,4,78%,51%,43%,52%,199.0,194.0,181.0,173.0,143.0,143.0,64%,71%,49%,39%,120,100,45.0,29.0,44.0,47.0,74%,50%
First,Fernando Verdasco,7-6(5) 6-4 6-4,2006,m,Fernando Verdasco,Kenneth Carlsen,ESP,DEN,63%,56%,3,7,6,5,84%,76%,54%,47%,222.0,213.0,180.0,193.0,149.0,149.0,13%,0%,37%,27%,116,101,33.0,32.0,30.0,43.0,67%,83%
First,Roger Federer,6-2 6-3 6-2,2006,m,Roger Federer,Denis Istomin,SUI,UZB,69%,64%,2,8,0,3,83%,58%,57%,37%,202.0,207.0,176.0,191.0,152.0,152.0,55%,33%,49%,25%,91,59,20.0,15.0,19.0,39.0,81%,57%
First,Juan Carlos Ferrero,7-5 6-0 6-2,2006,m,Juan Carlos Ferrero,Tomas Zib,ESP,CZE,57%,63%,8,3,0,3,73%,54%,67%,37%,185.0,197.0,170.0,175.0,141.0,141.0,67%,67%,53%,30%,91,59,31.0,12.0,24.0,28.0,67%,53%
First,Luis Horna,6-4 7-5 6-1,2006,m,Luis Horna,Gael Monfils,PER,FRA,84%,51%,1,6,2,6,73%,70%,67%,42%,217.0,217.0,164.0,181.0,139.0,139.0,55%,50%,44%,28%,94,72,27.0,14.0,24.0,42.0,79%,55%
First,Tommy Haas,6-2 7-5 6-2,2006,m,Tommy Haas,Richard Gasquet,GER,FRA,62%,50%,7,4,1,4,79%,64%,54%,51%,205.0,205.0,185.0,188.0,148.0,148.0,60%,9%,42%,31%,96,73,28.0,27.0,33.0,35.0,88%,58%
First,Peter Luczak,7-6(4) 7-6(5) 6-4,2006,m,Peter Luczak,Ivo Minar,AUS,CZE,64%,53%,15,12,2,0,78%,81%,68%,66%,202.0,210.0,180.0,194.0,146.0,146.0,50%,33%,26%,25%,106,102,35.0,42.0,23.0,36.0,73%,56%
First,Lleyton Hewitt,6-4 2-6 5-7 7-6(4) 6-3,2006,m,Lleyton Hewitt,Robin Vik,AUS,CZE,58%,63%,11,8,13,13,64%,68%,36%,30%,202.0,194.0,165.0,167.0,138.0,138.0,43%,31%,44%,46%,173,178,56.0,66.0,61.0,66.0,63%,67%
First,Sebastien Grosjean,6-4 6-2 6-3,2006,m,Sebastien Grosjean,Mark Philippoussis,FRA,AUS,45%,59%,6,3,1,9,74%,58%,76%,47%,205.0,220.0,186.0,196.0,156.0,156.0,67%,50%,46%,25%,90,61,28.0,26.0,3.0,36.0,65%,53%
First,Nicolas Kiefer,6-7(5) 4-6 7-6(5) 6-1 6-2,2006,m,Nicolas Kiefer,Paradorn Srichaphan,GER,THA,47%,48%,11,6,6,13,72%,57%,53%,40%,222.0,205.0,188.0,181.0,154.0,154.0,63%,54%,49%,36%,174,134,43.0,43.0,48.0,73.0,71%,56%
First,Juan Ignacio Chela,6-1 6-3 6-3,2006,m,Juan Ignacio Chela,Andy Murray,ARG,GBR,64%,51%,1,7,1,1,70%,64%,67%,45%,194.0,209.0,183.0,181.0,141.0,141.0,63%,0%,45%,31%,93,68,20.0,28.0,22.0,43.0,68%,69%
First,Guillermo Coria,6-4 1-6 4-6 6-2 6-1,2006,m,Guillermo Coria,Victor Hanescu,ARG,ROU,69%,68%,2,9,17,7,57%,54%,24%,27%,188.0,201.0,138.0,176.0,143.0,143.0,43%,42%,53%,51%,156,148,54.0,54.0,50.0,51.0,69%,51%
First,Alex Jr. Bogomolov,4-6 7-6(6) 6-3 6-7(3) 7-5,2006,m,Alex Jr. Bogomolov,Fernando Gonzalez,RUS,CHI,71%,55%,7,10,10,14,64%,71%,34%,38%,189.0,213.0,164.0,175.0,151.0,151.0,69%,36%,40%,43%,195,200,53.0,80.0,55.0,85.0,51%,69%
First,Nikolay Davydenko,7-5 4-6 3-6 7-5 6-3,2006,m,Nikolay Davydenko,Ivo Karlovic,RUS,CRO,81%,64%,5,31,4,4,73%,79%,55%,41%,207.0,225.0,168.0,204.0,173.0,173.0,27%,22%,33%,29%,165,156,41.0,64.0,29.0,62.0,75%,50%
First,Gaston Gaudio,6-2 5-0 ret.,2006,m,Gaston Gaudio,Razvan Sabau,ARG,ROU,55%,51%,6,1,2,9,83%,57%,53%,27%,202.0,186.0,185.0,167.0,138.0,138.0,45%,50%,58%,31%,55,32,19.0,4.0,11.0,21.0,60%,38%
First,Mario Ancic,6-4 4-6 6-3 6-4,2006,m,Mario Ancic,Agustin Calleri,CRO,ARG,57%,51%,9,6,4,7,78%,68%,43%,50%,209.0,213.0,178.0,193.0,151.0,151.0,32%,40%,41%,37%,125,115,33.0,43.0,36.0,39.0,54%,64%
First,Robby Ginepri,6-1 6-4 6-2,2006,m,Robby Ginepri,Jurgen Melzer,USA,AUT,51%,52%,1,3,4,1,78%,46%,50%,41%,202.0,207.0,181.0,180.0,148.0,148.0,57%,75%,57%,36%,85,55,23.0,22.0,18.0,29.0,71%,46%
First,Thomas Johansson,6-1 7-6(3) 6-4,2006,m,Thomas Johansson,Cyril Saulnier,SWE,FRA,54%,50%,13,10,3,5,82%,64%,58%,47%,213.0,207.0,185.0,189.0,157.0,157.0,31%,13%,43%,28%,116,90,40.0,40.0,23.0,53.0,100%,50%
First,Guillermo Garcia-Lopez,7-6(4) 6-3 7-6(4),2006,m,Guillermo Garcia-Lopez,Taylor Dent,ESP,USA,64%,52%,9,13,4,7,79%,80%,47%,43%,202.0,231.0,183.0,204.0,172.0,172.0,67%,38%,38%,32%,108,94,44.0,38.0,12.0,26.0,70%,58%
First,David Nalbandian,6-2 6-2 1-6 6-7(4) 6-1,2006,m,David Nalbandian,Danai Udomchoke,ARG,THA,62%,56%,5,10,6,11,66%,64%,44%,38%,194.0,197.0,167.0,175.0,146.0,146.0,60%,24%,44%,41%,165,150,47.0,35.0,61.0,54.0,78%,50%
First,Dmitry Tursunov,5-7 6-3 6-4 7-5,2006,m,Dmitry Tursunov,Tim Henman,RUS,GBR,56%,65%,7,5,8,5,73%,60%,40%,43%,218.0,205.0,194.0,180.0,151.0,151.0,50%,38%,46%,42%,153,140,67.0,39.0,41.0,31.0,56%,56%
First,Jimmy Wang,6-2 7-5 4-1 ret.,2006,m,Jimmy Wang,Mariano Zabaleta,TPE,ARG,61%,51%,4,3,2,8,72%,60%,66%,42%,202.0,201.0,181.0,181.0,148.0,148.0,35%,29%,49%,31%,97,70,20.0,22.0,18.0,52.0,70%,63%
First,James Blake,6-2 6-3 4-6 7-6(4),2006,m,James Blake,Jose Acasuso,USA,ARG,55%,53%,11,11,2,3,70%,64%,53%,53%,204.0,212.0,186.0,194.0,151.0,151.0,35%,31%,41%,38%,134,123,43.0,45.0,40.0,42.0,78%,63%
First,Ivan Ljubicic,7-6(5) 6-4 7-6(3),2006,m,Ivan Ljubicic,Chris Guccione,CRO,AUS,63%,61%,13,23,1,5,84%,82%,66%,46%,210.0,222.0,189.0,199.0,156.0,156.0,20%,33%,32%,23%,117,103,50.0,45.0,9.0,17.0,75%,60%
First,Andrei Pavel,6-4 7-6(5) 4-6 3-6 6-4,2006,m,Andrei Pavel,Carlos Moya,ROU,ESP,68%,55%,0,8,3,4,70%,70%,41%,47%,202.0,217.0,175.0,178.0,144.0,144.0,27%,75%,39%,39%,161,166,44.0,54.0,55.0,66.0,69%,60%
First,Andy Roddick,6-4 6-2 6-2,2006,m,Andy Roddick,Michael Lammer,USA,SUI,58%,58%,7,2,2,2,85%,60%,45%,35%,218.0,196.0,201.0,181.0,143.0,143.0,67%,33%,50%,32%,91,62,29.0,19.0,23.0,26.0,56%,59%
Final,Novak Djokovic,4-6 6-4 6-3 7-6(2),2008,m,Novak Djokovic,Jo-Wilfried Tsonga,SRB,FRA,56%,71%,11,15,2,2,78%,71%,63%,48%,209.0,218.0,192.0,189.0,147.0,147.0,33%,40%,36%,29%,136,122,46.0,44.0,35.0,41.0,79%,52%
semi,Novak Djokovic,7-5 6-3 7-6(5),2008,m,Novak Djokovic,Roger Federer,SRB,SUI,68%,61%,13,10,6,2,78%,72%,42%,43%,208.0,209.0,191.0,191.0,155.0,155.0,36%,22%,39%,34%,118,104,50.0,38.0,32.0,32.0,79%,71%
semi,Jo-Wilfried Tsonga,6-2 6-3 6-2,2008,m,Jo-Wilfried Tsonga,Rafael Nadal,FRA,ESP,64%,69%,17,2,1,1,86%,56%,56%,50%,221.0,195.0,190.0,175.0,147.0,147.0,71%,0%,46%,25%,89,57,49.0,13.0,27.0,12.0,75%,47%
quarter,Novak Djokovic,6-0 6-3 7-5,2008,m,Novak Djokovic,David Ferrer,SRB,ESP,62%,56%,7,4,3,4,76%,57%,51%,43%,210.0,190.0,189.0,179.0,149.0,149.0,43%,11%,49%,33%,107,77,34.0,23.0,32.0,33.0,83%,52%
quarter,Roger Federer,7-5 7-6(5) 6-4,2008,m,Roger Federer,James Blake,SUI,USA,68%,58%,13,8,0,5,75%,70%,58%,43%,207.0,213.0,190.0,190.0,153.0,153.0,50%,100%,41%,30%,115,97,46.0,38.0,24.0,33.0,71%,60%
quarter,Jo-Wilfried Tsonga,7-5 6-0 7-6(6),2008,m,Jo-Wilfried Tsonga,Mikhail Youzhny,FRA,RUS,63%,73%,8,0,1,3,89%,69%,56%,31%,216.0,201.0,192.0,172.0,149.0,149.0,57%,-,42%,23%,110,82,35.0,29.0,32.0,33.0,73%,65%
quarter,Rafael Nadal,7-5 6-3 6-1,2008,m,Rafael Nadal,Jarkko Nieminen,ESP,FIN,60%,69%,5,2,5,2,78%,63%,49%,36%,201.0,208.0,183.0,176.0,126.0,126.0,67%,13%,45%,34%,102,81,36.0,25.0,23.0,28.0,78%,53%
Fourth,Roger Federer,6-4 7-6(7) 6-3,2008,m,Roger Federer,Tomas Berdych,SUI,CZE,63%,55%,11,7,1,4,75%,75%,74%,49%,205.0,215.0,189.0,200.0,160.0,160.0,43%,33%,36%,26%,105,85,45.0,32.0,17.0,27.0,50%,53%
Fourth,David Ferrer,7-5 3-6 6-4 6-1,2008,m,David Ferrer,Juan Carlos Ferrero,ESP,ESP,73%,63%,6,3,0,7,71%,66%,42%,35%,194.0,201.0,177.0,183.0,154.0,154.0,32%,25%,46%,37%,138,120,44.0,30.0,36.0,41.0,72%,65%
Fourth,Novak Djokovic,7-5 6-3 6-3,2008,m,Novak Djokovic,Lleyton Hewitt,SRB,AUS,60%,52%,13,6,6,4,73%,60%,45%,42%,208.0,206.0,190.0,188.0,158.0,158.0,58%,43%,49%,38%,108,86,42.0,26.0,36.0,41.0,75%,70%
Fourth,James Blake,6-3 6-4 6-4,2008,m,James Blake,Marin Cilic,USA,CRO,63%,55%,4,6,0,3,76%,70%,73%,54%,212.0,205.0,185.0,191.0,152.0,152.0,60%,0%,37%,25%,95,71,22.0,28.0,17.0,34.0,79%,61%
Fourth,Jarkko Nieminen,3-6 7-6(7) 7-6(9) 6-3,2008,m,Jarkko Nieminen,Philipp Kohlschreiber,FIN,GER,61%,53%,4,9,4,7,63%,68%,46%,44%,202.0,206.0,166.0,180.0,150.0,150.0,50%,32%,43%,44%,162,162,42.0,67.0,47.0,76.0,66%,71%
Fourth,Rafael Nadal,6-4 3-0 ret.,2008,m,Rafael Nadal,Paul-Henri Mathieu,ESP,FRA,93%,59%,3,5,1,3,89%,55%,0%,40%,198.0,203.0,184.0,190.0,158.0,158.0,100%,-,51%,17%,43,23,14.0,12.0,9.0,15.0,100%,38%
Fourth,Mikhail Youzhny,7-6(2) 6-3 6-1,2008,m,Mikhail Youzhny,Nikolay Davydenko,RUS,RUS,61%,62%,6,2,2,1,75%,59%,50%,42%,205.0,218.0,187.0,175.0,138.0,138.0,78%,50%,48%,34%,102,79,23.0,24.0,30.0,48.0,82%,70%
Fourth,Jo-Wilfried Tsonga,6-2 6-7(5) 7-6(6) 6-3,2008,m,Jo-Wilfried Tsonga,Richard Gasquet,FRA,FRA,64%,61%,18,5,2,4,83%,70%,52%,49%,218.0,205.0,188.0,183.0,147.0,147.0,42%,13%,38%,28%,154,131,75.0,49.0,43.0,40.0,70%,58%
Third,David Ferrer,6-3 6-3 6-2,2008,m,David Ferrer,Vince Spadea,ESP,USA,64%,59%,5,0,2,1,82%,60%,54%,47%,193.0,204.0,181.0,178.0,146.0,146.0,56%,0%,45%,29%,97,73,30.0,23.0,14.0,27.0,63%,58%
Third,Juan Carlos Ferrero,6-1 6-2 6-3,2008,m,Juan Carlos Ferrero,David Nalbandian,ESP,ARG,62%,54%,12,3,2,4,79%,61%,59%,39%,204.0,200.0,186.0,180.0,149.0,149.0,60%,0%,49%,29%,88,56,32.0,13.0,21.0,38.0,80%,56%
Third,Lleyton Hewitt,4-6 7-5 7-5 6-7(4) 6-3,2008,m,Lleyton Hewitt,Marcos Baghdatis,AUS,CYP,57%,51%,10,28,6,8,76%,75%,49%,41%,206.0,215.0,188.0,193.0,143.0,143.0,35%,36%,41%,36%,193,181,46.0,73.0,56.0,80.0,70%,79%
Third,James Blake,4-6 2-6 6-0 7-6(5) 6-2,2008,m,James Blake,Sebastien Grosjean,USA,FRA,56%,59%,10,4,3,2,66%,65%,54%,46%,218.0,208.0,191.0,193.0,144.0,144.0,57%,30%,43%,40%,159,145,45.0,53.0,44.0,49.0,50%,53%
Third,Novak Djokovic,6-3 6-1 6-3,2008,m,Novak Djokovic,Sam Querrey,SRB,USA,76%,62%,5,8,1,5,75%,61%,80%,31%,211.0,217.0,187.0,197.0,155.0,155.0,50%,25%,50%,24%,94,61,33.0,20.0,22.0,25.0,62%,62%
Third,Roger Federer,6-7(5) 7-6(1) 5-7 6-1 10-8,2008,m,Roger Federer,Janko Tipsarevic,SUI,SRB,64%,52%,39,14,1,6,89%,71%,54%,57%,209.0,213.0,190.0,196.0,150.0,150.0,24%,100%,36%,24%,202,173,96.0,52.0,64.0,47.0,75%,55%
Third,Marin Cilic,6-2 6-7(4) 6-3 6-1,2008,m,Marin Cilic,Fernando Gonzalez,CRO,CHI,56%,64%,14,2,5,7,73%,61%,65%,40%,216.0,215.0,199.0,174.0,150.0,150.0,50%,25%,47%,31%,135,100,60.0,19.0,46.0,31.0,83%,63%
Third,Tomas Berdych,3-6 6-3 7-6(5) 6-2,2008,m,Tomas Berdych,Juan Monaco,CZE,ARG,60%,72%,15,10,7,2,83%,67%,43%,43%,215.0,199.0,202.0,180.0,153.0,153.0,56%,50%,40%,33%,130,116,53.0,36.0,32.0,27.0,75%,73%
Third,Nikolay Davydenko,6-3 6-2 6-3,2008,m,Nikolay Davydenko,Marc Gicquel,RUS,FRA,65%,65%,2,7,1,0,66%,61%,58%,30%,209.0,211.0,171.0,196.0,148.0,148.0,54%,33%,49%,37%,103,81,24.0,29.0,28.0,52.0,75%,61%
Third,Jarkko Nieminen,3-6 7-6(4) 6-3 6-1,2008,m,Jarkko Nieminen,Mardy Fish,FIN,USA,73%,58%,10,13,4,3,76%,78%,47%,44%,207.0,219.0,178.0,194.0,158.0,158.0,31%,8%,36%,32%,136,122,36.0,56.0,24.0,60.0,81%,74%
Third,Rafael Nadal,7-5 6-2 6-3,2008,m,Rafael Nadal,Gilles Simon,ESP,FRA,60%,61%,7,5,1,0,75%,63%,62%,43%,203.0,204.0,181.0,181.0,142.0,142.0,35%,17%,45%,30%,109,86,27.0,38.0,22.0,48.0,82%,70%
Third,Richard Gasquet,6-3 6-2 4-6 6-4,2008,m,Richard Gasquet,Igor Andreev,FRA,RUS,65%,69%,10,2,2,0,73%,61%,69%,67%,210.0,205.0,186.0,178.0,155.0,155.0,38%,100%,37%,29%,110,94,45.0,25.0,38.0,31.0,71%,52%
Third,Jo-Wilfried Tsonga,6-3 6-4 6-2,2008,m,Jo-Wilfried Tsonga,Guillermo Garcia-Lopez,FRA,ESP,68%,53%,21,6,1,7,83%,52%,46%,54%,215.0,199.0,190.0,186.0,153.0,153.0,63%,100%,47%,29%,91,64,46.0,20.0,28.0,25.0,56%,41%
Third,Paul-Henri Mathieu,4-6 7-6(4) 2-6 7-5 8-6,2008,m,Paul-Henri Mathieu,Stefan Koubek,FRA,AUT,53%,60%,7,18,8,5,69%,72%,49%,47%,204.0,197.0,184.0,177.0,149.0,149.0,30%,47%,38%,40%,179,187,55.0,76.0,51.0,60.0,77%,73%
Third,Mikhail Youzhny,6-2 6-4 6-2,2008,m,Mikhail Youzhny,Ivo Karlovic,RUS,CRO,74%,63%,4,11,1,1,82%,62%,72%,46%,200.0,218.0,172.0,206.0,159.0,159.0,83%,0%,44%,21%,85,54,25.0,19.0,13.0,42.0,79%,41%
Second,Juan Carlos Ferrero,6-4 6-4 6-2,2008,m,Juan Carlos Ferrero,Alun Jones,ESP,AUS,64%,56%,7,3,1,2,77%,68%,55%,50%,200.0,198.0,178.0,176.0,152.0,152.0,63%,11%,40%,31%,91,74,31.0,22.0,32.0,41.0,85%,58%
Second,Sam Querrey,7-6(5) 4-6 6-4 6-2,2008,m,Sam Querrey,Dmitry Tursunov,USA,RUS,55%,56%,13,7,7,7,78%,67%,47%,45%,214.0,215.0,196.0,189.0,142.0,142.0,63%,38%,42%,36%,147,131,41.0,44.0,40.0,62.0,71%,75%
Second,Marcos Baghdatis,6-4 6-4 2-6 3-6 6-2,2008,m,Marcos Baghdatis,Marat Safin,CYP,RUS,60%,56%,4,12,4,0,74%,68%,53%,55%,213.0,219.0,195.0,204.0,164.0,164.0,29%,57%,38%,34%,144,139,38.0,39.0,53.0,57.0,61%,62%
Second,Janko Tipsarevic,7-5 7-6(3) 7-6(3),2008,m,Janko Tipsarevic,Fernando Verdasco,SRB,ESP,66%,72%,8,15,2,6,77%,71%,58%,45%,209.0,208.0,194.0,176.0,147.0,147.0,67%,100%,36%,30%,118,103,39.0,59.0,20.0,44.0,90%,64%
Second,James Blake,6-3 6-2 6-2,2008,m,James Blake,Michael Russell,USA,USA,59%,69%,9,2,3,2,83%,48%,61%,55%,209.0,206.0,188.0,180.0,147.0,147.0,60%,100%,50%,26%,86,54,34.0,13.0,20.0,24.0,87%,54%
Second,David Nalbandian,4-6 7-5 6-4 6-1,2008,m,David Nalbandian,Peter Luczak,ARG,AUS,59%,62%,19,15,5,3,84%,74%,57%,47%,200.0,203.0,184.0,187.0,156.0,156.0,57%,33%,36%,27%,125,107,53.0,47.0,32.0,44.0,71%,50%
Second,Tomas Berdych,6-2 6-1 6-3,2008,m,Tomas Berdych,Oscar Hernandez,CZE,ESP,58%,66%,9,1,4,2,89%,62%,56%,33%,210.0,190.0,194.0,173.0,150.0,150.0,55%,0%,48%,25%,83,53,34.0,10.0,33.0,19.0,64%,86%
Second,Fernando Gonzalez,4-6 6-3 6-2 6-4,2008,m,Fernando Gonzalez,Hyung-Taik Lee,CHI,KOR,60%,61%,15,5,4,4,63%,63%,56%,44%,214.0,201.0,171.0,182.0,155.0,155.0,41%,33%,44%,40%,126,115,59.0,41.0,38.0,35.0,56%,63%
Second,Lleyton Hewitt,7-6(5) 6-3 5-7 6-1,2008,m,Lleyton Hewitt,Denis Istomin,AUS,UZB,58%,55%,13,9,2,1,66%,70%,69%,42%,205.0,209.0,185.0,190.0,144.0,144.0,50%,25%,43%,33%,140,117,53.0,52.0,32.0,42.0,78%,78%
Second,Sebastien Grosjean,4-6 6-4 6-0 6-7(4) 6-4,2008,m,Sebastien Grosjean,Robin Haase,FRA,NED,64%,56%,7,5,2,3,75%,71%,63%,51%,204.0,202.0,177.0,179.0,137.0,137.0,64%,60%,38%,30%,145,125,46.0,50.0,40.0,57.0,62%,67%
Second,David Ferrer,6-3 6-4 ret.,2008,m,David Ferrer,Juan Martin Del Potro,ESP,ARG,74%,79%,1,0,1,2,69%,53%,43%,41%,185.0,201.0,170.0,161.0,129.0,129.0,38%,67%,49%,38%,73,61,15.0,22.0,21.0,43.0,80%,58%
